vb,uii,hei_name,form,discipline,,deg_title1,prog_name1,major_title1,major_name1,deg_title2,prog_name2,major_title2,major_name2,ladderized,straight,eteeap,coe-cod,prog_level,authority_category,authority_serial,prog_status_yr,thesis,prog_status,prog_cal_mode,prog_length,prog_labunits,prog_lectureunits,prog_totalunits,prog_credit,tuition_unit,prog_fee,EFM,EFF,E1M,E1F,1Total,E2M,E2F,Enroll_total,E3M,E3F,Enroll_total,E4M,E4F,Enroll_total,E5M,E5F,Enroll_total,E6M,E6F,Enroll_total,E7M,E7F,Enroll_total,EM,EF,Enroll_total,units_lec,units_lab,units_total,GM,GF,Enroll_total,updater,date_updated,remarks
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Public Administration Major in Fiscal Administration,Master of,Public Administration,Major in,Fiscal Administration,,,,,,,,,80,BR,61,,3,1,1,2,0,36,36,,474,19114,86,132,0,0,218,,,0,,,0,,,0,,,0,,,0,,,0,86,132,218,"1,824",30,"1,854",0,8,8,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Science in Exercise and Sports Sceinces Major in Fitness and Sports Coaching,Bachelor of Science in,Exercise and Sports Sceinces,Major in,Fitness and Sports Coaching,,,,,,,,,50,BR,148,,3,1,1,4,0,152,152,,30,19940,17,6,,,23,14,13,27,20,21,41,51,7,58,,,0,,,0,,,0,102,47,149,"2,393",72,"2,465",14,19,33,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Guidance and Counseling,Master of Arts in,Education,Major in,Guidance and Counseling,,,,,,,,,80,BR,122,,1,1,1,2,0,36,36,,474,18914,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,21,0,21,0,3,3,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Home Economics,Master of Arts in,Education,Major in,Home Economics,,,,,,,,,80,BR,98,,1,1,1,2,0,30,30,,474,16070,7,14,0,0,21,,,0,,,0,,,0,,,0,,,0,,,0,7,14,21,117,3,120,1,0,1,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics,Bachelor of,Secondary Education,Major in,Mathematics,,,,,,,,,50,BR,18,,3,1,1,4,0,167,167,,30,20390,8,13,,,21,2,1,3,9,7,16,8,10,18,,,0,,,0,,,0,27,31,58,"1,262",21,"1,283",14,9,23,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,NATURAL SCIENCE,Bachelor of Science in Biology Major in Medical Biology,Bachelor of Science in,Biology,Major in,Medical Biology,,,,,,,,,50,BR,18,,1,1,1,4,38,133,171,,30,21150,37,105,,,142,33,90,123,43,60,103,73,41,114,,,0,,,0,,,0,186,296,482,"7,961","2,139","10,100",30,50,80,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Master of Nursing Major in Medical Surgical Nursing,Master of,Nursing,Major in,Medical Surgical Nursing,,,,,,,,,80,BR,75,,1,1,1,2,6,30,36,,474,18914,9,35,0,0,44,,,0,,,0,,,0,,,0,,,0,,,0,9,35,44,381,9,390,0,3,3,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,IT-RELATED DISCIPLINES,Associate in Computer Technology Major in Networking,Associate in,Computer Technology,Major in,Networking,,,,,,,,,40,BR,18,,3,1,1,2,19,63,82,,30,26580,50,29,,,79,41,17,58,,,0,,,0,,,0,,,0,,,0,91,46,137,"2,458",525,"2,983",13,9,22,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Master of Arts in Nursing Major in Nursing Education,Master of Arts in,Nursing,Major in,Nursing Education,,,,,,,,,80,BR,75,,3,1,1,2,6,30,36,,474,18914,4,18,0,0,22,,,0,,,0,,,0,,,0,,,0,,,0,4,18,22,171,30,201,0,2,2,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Master of Arts in Nursing Major in Nursing Management,Master of Arts in,Nursing,Major in,Nursing Management,,,,,,,,,80,BR,75,,3,1,1,2,6,30,36,,474,18914,8,18,0,0,26,,,0,,,0,,,0,,,0,,,0,,,0,8,18,26,192,3,195,0,1,1,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Nutrition and Health Education,Master of Arts in,Education,Major in,Nutrition and Health Education,,,,,,,,,80,BR,98,,1,1,1,2,0,30,30,,474,16070,1,13,0,0,14,,,0,,,0,,,0,,,0,,,0,,,0,1,13,14,81,0,81,0,0,0,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Public Administration Major in Organization and Management,Master of,Public Administration,Major in,Organization and Management,,,,,,,,,80,BR,61,,3,1,1,2,0,36,36,,474,19114,16,23,0,0,39,,,0,,,0,,,0,,,0,,,0,,,0,16,23,39,351,3,354,20,17,37,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Certificate in Governmental Management Major in Organization Management,Certificate in,Governmental Management,Major in,Organization Management,,,,,,,,,40,BR,61,,3,1,1,1.5,0,24,24,,474,13626,16,23,,,39,,,0,,,0,,,0,,,0,,,0,,,0,16,23,39,351,3,354,20,31,51,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Certificate in Governmental Management Major in Personnel Administration,Certificate in,Governmental Management,Major in,Personnel Administration,,,,,,,,,40,BR,61,,3,1,1,1.5,0,24,24,,474,13626,3,8,,,11,,,0,,,0,,,0,,,0,,,0,,,0,3,8,11,90,0,90,0,4,4,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,RELIGION AND THEOLOGY,Bachelor of Arts in Islamic Studies Major in Political Economy,Bachelor of Arts in,Islamic Studies,Major in,Political Economy,,,,,,,,,50,BR,68,,1,1,1,4,0,158,158,,30,19970,14,7,,,21,10,10,20,10,9,19,23,6,29,,,0,,,0,,,0,57,32,89,"1,900",0,"1,900",17,30,47,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Certificate in Governmental Management Major in Program Development and Administration,Certificate in,Governmental Management,Major in,Program Development and Administration,,,,,,,,,40,BR,61,,3,1,1,1.5,0,24,24,,474,13626,1,5,,,6,,,0,,,0,,,0,,,0,,,0,,,0,1,5,6,51,3,54,4,5,9,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Public Administration Major in Program Development and Administration,Master of,Public Administration,Major in,Program Development and Administration,,,,,,,,,80,BR,61,,3,1,1,2,0,36,36,,474,19114,1,5,0,0,6,,,0,,,0,,,0,,,0,,,0,,,0,1,5,6,51,3,54,5,4,9,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Master of Public Administration Major in Public Personnel Administration,Master of,Public Administration,Major in,Public Personnel Administration,,,,,,,,,80,BR,61,,3,1,1,2,0,36,36,,474,19114,3,8,0,0,11,,,0,,,0,,,0,,,0,,,0,,,0,3,8,11,90,0,90,0,5,5,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Physical Education Major in Schoool Fitness and Sports,Master of,Physical Education,Major in,Schoool Fitness and Sports,,,,,,,,,80,BR,121,,1,1,1,2,0,33,33,,474,17492,10,13,0,0,23,,,0,,,0,,,0,,,0,,,0,,,0,10,13,23,135,3,138,6,4,10,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Science,Bachelor of,Secondary Education,Major in,Science,,,,,,,,,50,BR,18,,3,1,1,4,13,167,180,,30,19430,8,16,,,24,11,18,29,10,15,25,10,14,24,,,0,,,0,,,0,39,63,102,"3,793",190,"3,983",4,12,16,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Social Studies,Bachelor of,Secondary Education,Major in,Social Studies,,,,,,,,,50,BR,18,,3,1,1,4,0,176,176,,30,19310,9,9,,,18,4,11,15,5,11,16,3,4,7,,,0,,,0,,,0,21,35,56,"1,500",40,"1,540",5,8,13,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Social Studies,Master of Arts in,Education,Major in,Social Studies,,,,,,,,,80,BR,26,,1,1,1,2,0,36,36,,474,18914,11,34,0,0,45,,,0,,,0,,,0,,,0,,,0,,,0,11,34,45,270,0,270,2,4,6,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,SOCIAL AND BEHAVIORAL SCIENCES,Master of Science in Social Work Major in Social Work Administration,Master of Science in,Social Work,Major in,Social Work Administration,,,,,,,,,80,BR,26,,1,1,1,2,0,36,36,,474,18914,10,53,0,0,63,,,0,,,0,,,0,,,0,,,0,,,0,10,53,63,450,0,450,1,2,3,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Special Education,Master of Arts in,Education,Major in,Special Education,,,,,,,,,80,BR,2,,1,1,1,2,0,30,30,,474,16070,17,72,0,0,89,,,0,,,0,,,0,,,0,,,0,,,0,17,72,89,657,6,663,2,3,5,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Civil Engineering Major in Structural Engineering,Bachelor of Science in,Civil Engineering,Major in,Structural Engineering,,,,,,,,,50,BR,18,,1,1,1,4,24,162,186,,30,23250,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,0,0,0,44,6,50,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Values Education,Bachelor of,Secondary Education,Major in,Values Education,,,,,,,,,50,BR,18,,3,1,1,4,0,167,167,,30,20390,5,11,,,16,3,3,6,2,7,9,3,5,8,,,0,,,0,,,0,13,26,39,996,12,"1,008",3,10,13,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Bachelor of Science in Nursing  ,Bachelor of Science in,Nursing,,,,,,,,,,,50,BR,15,,3,1,1,4,60,141,201,,30,88985,92,191,,,283,52,148,200,81,182,263,148,56,204,,,0,,,0,,,0,373,577,950,"21,022","11,850","32,872",75,164,239,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,LAW AND JURISPRUDENCE,Bachelor of Science in Criminology  ,Bachelor of Science in,Criminology,,,,,,,,,,,50,BR,70,,1,1,1,4,10,177,187,,30,20960,72,35,,,107,61,40,101,103,44,147,173,39,212,,,0,,,0,,,0,409,158,567,"13,261",742,"14,003",104,71,175,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Psychology  ,Bachelor of Science in,Psychology,,,,,,,,,,,50,BR,18,,3,1,1,4,16,128,144,,30,18350,16,34,,,50,29,68,97,46,128,174,89,46,135,,,0,,,0,,,0,180,276,456,"7,709","1,410","9,119",23,71,94,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Mechanical Engineering  ,Bachelor of Science in,Mechanical Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,30,156,186,,30,22750,70,14,,,84,65,15,80,106,30,136,124,7,131,,,0,,,0,,,0,365,66,431,"8,395","1,927","10,322",86,16,102,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Arts in Political Science  ,Bachelor of Arts in,Political Science,,,,,,,,,,,50,BR,18,,1,1,1,4,0,119,119,,30,21650,19,30,,,49,31,52,83,43,86,129,117,17,134,,,0,,,0,,,0,210,185,395,"7,100",205,"7,305",65,72,137,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Social Work  ,Bachelor of Science in,Social Work,,,,,,,,,,,50,BR,18,,3,1,1,4,18,125,143,,30,18320,24,71,,,95,15,37,52,16,98,114,90,23,113,,,0,,,0,,,0,145,229,374,"5,423",994,"6,417",21,83,104,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,IT-RELATED DISCIPLINES,Bachelor of Science in Computer Science  ,Bachelor of Science in,Computer Science,,,,,,,,,,,50,BR,18,,1,1,1,4,31,129,160,,30,28830,56,25,,,81,52,13,65,67,18,85,108,13,121,,,0,,,0,,,0,283,69,352,"4,900","1,475","6,375",45,17,62,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education  ,Bachelor of,Elementary Education,,,,,,,,,,,50,BR,18,,3,1,1,4,0,167,167,,30,19040,16,60,,,76,7,35,42,24,93,117,31,75,106,,,0,,,0,,,0,78,263,341,"7,820",135,"7,955",13,70,83,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,NATURAL SCIENCE,Bachelor of Science in Chemistry  ,Bachelor of Science in,Chemistry,,,,,,,,,,,50,BR,68,,1,1,1,4,18,127,145,,30,19730,13,8,,,21,13,8,21,11,252,263,13,11,24,,,0,,,0,,,0,50,279,329,"1,521",251,"1,772",8,15,23,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,BR,18,,1,1,1,4,26,126,152,,30,30240,59,22,,,81,31,12,43,72,24,96,100,8,108,,,0,,,0,,,0,262,66,328,"4,763","1,401","6,164",67,36,103,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ARCHITECTURE AND TOWN PLANNING,Bachelor of Science in Architecture  ,Bachelor of Science in,Architecture,,,,,,,,,,,50,BR,18,,1,1,1,5,48,174,222,,30,24382,19,33,,,52,25,29,54,50,65,115,78,11,89,,,0,,,0,,,0,172,138,310,"6,136","3,613","9,749",44,36,80,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Electrical Engineering  ,Bachelor of Science in,Electrical Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,29,154,183,,30,22160,53,17,,,70,54,13,67,54,21,75,74,6,80,,,0,,,0,,,0,235,57,292,"4,959",945,"5,904",36,14,50,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,"TRADE, CRAFT AND INDUSTRIAL",Certificate in Building Technology and Utilities  ,Certificate in,Building Technology and Utilities,,,,,,,,,,,40,BR,164,,3,1,1,2,0,167,167,,500,98170,57,56,,,113,27,40,67,25,33,58,22,32,54,,,0,,,0,,,0,131,161,292,"5,611",78,"5,689",38,50,88,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,LAW AND JURISPRUDENCE,Juris Doctor  ,,Juris Doctor,,,,,,,,,,,50,BR,72,,3,1,1,4,0,167,167,,500,98170,57,56,,,113,27,40,67,25,33,58,22,32,54,,,0,,,0,,,0,131,161,292,"5,611",78,"5,689",38,50,88,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,HUMANITIES,Bachelor of Arts in English Language Studies  ,Bachelor of Arts in,English Language Studies,,,,,,,,,,,50,BR,18,,1,1,1,4,0,149,149,,30,20490,14,34,,,48,27,48,75,27,45,72,74,8,82,,,0,,,0,,,0,142,135,277,"5,434",0,"5,434",17,75,92,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Economics  ,Bachelor of Science in,Economics,,,,,,,,,,,50,BR,18,,3,1,1,4,1,119,120,,30,17630,18,25,,,43,16,29,45,31,51,82,90,17,107,,,0,,,0,,,0,155,122,277,"4,368",0,"4,368",24,58,82,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Community Development  ,Bachelor of Science in,Community Development,,,,,,,,,,,50,BR,20,,3,1,1,4,12,140,152,,30,19940,9,40,,,49,10,35,45,12,48,60,58,37,95,,,0,,,0,,,0,89,160,249,"3,976",501,"4,477",9,76,85,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,HUMANITIES,Bachelor of Arts in History  ,Bachelor of Arts in,History,,,,,,,,,,,50,BR,18,,1,1,1,4,0,122,122,,30,21740,24,24,,,48,20,27,47,28,38,66,69,8,77,,,0,,,0,,,0,141,97,238,"3,450",162,"3,612",12,43,55,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Public Administration  ,Bachelor of,Public Administration,,,,,,,,,,,50,BR,35,,3,1,1,4,0,137,137,,30,18140,11,33,,,44,17,32,49,45,98,143,0,0,0,,,0,,,0,,,0,73,163,236,"4,107",0,"4,107",0,0,0,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,HUMANITIES,Bastsilyer ng Sining sa Filipino  ,Bastsilyer ng Sining sa,Filipino,,,,,,,,,,,50,BR,18,,1,1,1,4,0,146,146,,30,18410,0,0,,,0,24,52,76,15,52,67,76,17,93,,,0,,,0,,,0,115,121,236,"3,563",0,"3,563",10,35,45,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,IT-RELATED DISCIPLINES,Certificate in Computer Aided and Drafting Design  ,Certificate in,Computer Aided and Drafting Design,,,,,,,,,,,40,BR,164,,3,1,1,2,40,139,179,,30,23092,19,33,,,52,25,29,54,50,65,115,,,0,,,0,,,0,,,0,94,127,221,"4,470","2,431","6,901",72,93,165,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Doctor of Medicine  ,Doctor of,Medicine,,,,,,,,,,,90,BR,142,,3,1,1,4,57,82,139,,2850,416020,17,23,,,40,27,40,67,25,33,58,22,32,54,,,0,,,0,,,0,91,128,219,"5,611",78,"5,689",38,50,88,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Environmental Engineering  ,Bachelor of Science in,Environmental Engineering,,,,,,,,,,,50,BR,59-9,,1,1,1,4,23,167,190,,30,22370,29,19,,,48,22,17,39,17,19,36,76,15,91,,,0,,,0,,,0,144,70,214,"4,276",912,"5,188",40,19,59,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Hospitality Management  ,Bachelor of Science in,Hospitality Management,,,,,,,,,,,50,BR,4,,3,1,1,4,21,131,152,,30,19940,13,35,,,48,11,25,36,14,34,48,21,32,53,,,0,,,0,,,0,59,126,185,"3,145",767,"3,912",11,42,53,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Industrial Engineering  ,Bachelor of Science in,Industrial Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,21,158,179,,30,22040,24,19,,,43,27,13,40,15,26,41,46,14,60,,,0,,,0,,,0,112,72,184,"3,746",540,"4,286",39,19,58,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Accountancy  ,Bachelor of Science in,Accountancy,,,,,,,,,,,50,BR,18,,3,1,1,4,0,188,188,,30,23720,0,0,,,0,14,21,35,20,45,65,61,16,77,,,0,,,0,,,0,95,82,177,"3,293",96,"3,389",26,64,90,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,"AGRICULTURE, FORESTRY, FISHERIES",Certificate in Agricultural Science  ,Certificate in,Agricultural Science,,,,,,,,,,,40,BR,68,,3,1,1,2,57,82,139,,2850,416020,17,23,,,40,16,28,44,10,40,50,9,27,36,,,0,,,0,,,0,52,118,170,"1,715","1,967","3,682",13,34,47,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Physical Education  ,Bachelor of,Physical Education,,,,,,,,,,,50,BR,148,,3,1,1,4,0,173,173,,30,20570,10,5,,,15,16,22,38,23,12,35,58,22,80,,,0,,,0,,,0,107,61,168,"2,868",30,"2,898",17,17,34,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,MEDICAL AND ALLIED,Bachelor of Science in Nutrition and Diatetics  ,Bachelor of Science in,Nutrition and Diatetics,,,,,,,,,,,50,BR,18,,3,1,1,4,48,132,180,,30,19430,8,26,,,34,5,38,43,11,32,43,17,28,45,,,0,,,0,,,0,41,124,165,"2,651","1,017","3,668",3,46,49,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Sanitary Engineering  ,Bachelor of Science in,Sanitary Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,67,127,194,,30,21990,24,26,,,50,19,26,45,9,3,12,40,14,54,,,0,,,0,,,0,92,69,161,"2,939",505,"3,444",8,17,25,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,MASS COMMUNICATION AND DOCUMENTATION,Bachelor of Arts in Broadcasting  ,Bachelor of Arts in,Broadcasting,,,,,,,,,,,50,BR,18,,3,1,1,4,0,163,163,,30,20270,12,11,,,23,15,16,31,16,19,35,62,8,70,,,0,,,0,,,0,105,54,159,"6,997",48,"7,045",14,34,48,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,HOME ECONOMICS,Bachelor of Science in Home Economics  ,Bachelor of Science in,Home Economics,,,,,,,,,,,50,BR,68,,3,1,1,4,32,149,181,,30,19460,10,31,,,41,6,28,34,3,36,39,9,34,43,,,0,,,0,,,0,28,129,157,"3,376",655,"4,031",8,30,38,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Computer Engineering  ,Bachelor of Science in,Computer Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,31,150,181,,30,26600,26,12,,,38,23,5,28,51,8,59,21,1,22,,,0,,,0,,,0,121,26,147,"2,316",802,"3,118",39,17,56,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Culture and Arts Education  ,Bachelor of,Culture and Arts Education,,,,,,,,,,,50,BR,18,,3,1,1,4,0,179,179,,30,19400,5,37,,,42,7,17,24,16,17,33,19,23,42,,,0,,,0,,,0,47,94,141,"3,292",87,"3,379",5,10,15,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Geodetic Engineering  ,Bachelor of Science in,Geodetic Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,37,153,190,,30,22510,26,16,,,42,18,12,30,19,13,32,30,5,35,,,0,,,0,,,0,93,46,139,"2,974",540,"3,514",10,17,27,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,HUMANITIES,Bachelor of Arts in Journalism  ,Bachelor of Arts in,Journalism,,,,,,,,,,,50,BR,18,,1,1,1,4,0,155,155,,30,20670,9,13,,,22,14,22,36,7,24,31,38,10,48,,,0,,,0,,,0,68,69,137,"2,702",114,"2,816",15,60,75,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Early Childhood Education  ,Bachelor of,Early Childhood Education,,,,,,,,,,,50,BR,18,,3,1,1,4,0,173,173,,30,19220,2,28,,,30,6,26,32,2,27,29,25,20,45,,,0,,,0,,,0,35,101,136,"3,162",102,"3,264",3,31,34,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Agricultural and Biosystems Engineering  ,Bachelor of Science in,Agricultural and Biosystems Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,39,148,187,,30,21780,25,19,,,44,14,25,39,7,12,19,25,3,28,,,0,,,0,,,0,71,59,130,"2,675",777,"3,452",8,18,26,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,ENGINEERING AND TECH,Bachelor of Science in Electronics Engineering  ,Bachelor of Science in,Electronics Engineering,,,,,,,,,,,50,BR,18,,1,1,1,4,36,150,186,,30,22250,31,10,,,41,22,3,25,17,10,27,33,3,36,,,0,,,0,,,0,103,26,129,"2,335",546,"2,881",13,5,18,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,"TRADE, CRAFT AND INDUSTRIAL",Certificate in Drafting Technology  ,Certificate in,Drafting Technology,,,,,,,,,,,40,BR,164,,3,1,1,2,19,86,105,,30,20872,19,33,,,52,25,29,54,0,0,0,,,0,,,0,,,0,,,0,44,62,106,"1,771",524,"2,295",93,88,181,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Associate in Hospitality Management Services  ,Associate in,Hospitality Management Services,,,,,,,,,,,40,BR,18,,3,1,1,2,15,91,106,,30,18560,17,22,,,39,21,45,66,,,0,,,0,,,0,,,0,,,0,38,67,105,"2,303",477,"2,780",21,40,61,Kim Dioven Lusaya,02-Dec-2025,
2025-26,09030,Western Mindanao State University,BC,"AGRICULTURE, FORESTRY, FISHERIES",Bachelor of Science in Forestry  ,Bachelor of Science in,Forestry,,,,,,,,,,,50,BR,4,,1,1,1,4,42,141,183,,30,20660,4,7,,,11,7,9,16,10,11,21,21,1,22,,,0,,,0,,,0,42,28,70,"1,239",509,"1,748",17,25,42,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Agribusiness  ,Bachelor of Science in,Agribusiness,,,,,,,,,,,50,BR,68,,1,1,1,4,1,163,164,,30,21230,13,20,,,33,3,9,12,2,4,6,11,3,14,,,0,,,0,,,0,29,36,65,"1,122",306,"1,428",4,17,21,Kim Dioven Lusaya,,
2025-26,09030,Western Mindanao State University,BC,NATURAL SCIENCE,Bachelor of Science in Physics  ,Bachelor of Science in,Physics,,,,,,,,,,,50,BR,68,,1,1,1,4,8,150,158,,30,20120,7,6,,,13,6,11,17,10,7,17,6,5,11,,,0,,,0,,,0,29,29,58,"1,141",57,"1,198",2,4,6,Kim Dioven Lusaya,,
